Company Name,Competitors,Founded,Headquarters,Rating,Revenue,Sector,Size,Type of ownership,Website,Company Description,wikisite,uri_name
"bertin engineering, inc.",,,"Glen Rock, NJ",3.3,$1 to $5 million (USD),Manufacturing,1 to 50 employees,Company - Private,,,,bertin_engineering_inc
best egg,"SoFi, LendingClub, Upstart",2013.0,"Wilmington, DE",4.6,,Finance,201 to 500 employees,Company - Private,,,,best_egg
"bioclinica, inc.",,1990.0,Doylestown,,,,"2,000 to 2,499 employees",,http://www.bioclinica.com/,"The Leader in Clinical Trial Management Solutions

Bioclinica is divided into three business segments so that we can provide expert service and multifaceted technologies. Our Medical Imaging and Biomarkers segment includes an Imaging Core Lab, a Cardiovascular Safety division, and a Biomarker Laboratory. Our eHealth segment comprises an eClinical Solutions Division along with Safety and Regulatory Solutions. Under the Global Clinical Research segment, we offer a network of research sites, patient recruitment, and a Post-Approval Research division.",,bioclinica_inc
biogen,,1978.0,"Cambridge, MA",3.5,$10+ billion (USD),Biotech & Pharmaceuticals,5001 to 10000 employees,Company - Public,http://www.biogen.com/,,http://www.wikidata.org/entity/Q864338,biogen
biomarin pharmaceutical,"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences",1997.0,"San Rafael, CA",3.8,$500 million to $1 billion (USD),Biotech & Pharmaceuticals,1001 to 5000 employees,Company - Public,http://www.biomarin.com/,,http://www.wikidata.org/entity/Q4914632,biomarin_pharmaceutical
blue cross & blue shield of rhode island,UnitedHealth Group,1939.0,"Providence, RI",3.4,,Insurance,501 to 1000 employees,Nonprofit Organization,,,,blue_cross_blue
blue cross and blue shield of north carolina,,1933.0,"Durham, NC",3.8,$5 to $10 billion (USD),Insurance,1001 to 5000 employees,Company - Private,,,,blue_cross_blue
blue health intelligence,"Evolent Health, Truven Health Analytics, Valence Health",2010.0,"Chicago, IL",2.6,$25 to $50 million (USD),Health Care,1 to 50 employees,Company - Private,,,,blue_health_intelligence
blue line talent,,,,,,,,,,,,blue_line_talent
bluebird bio,,2010.0,"Cambridge, MA",3.3,$10 to $25 million (USD),Biotech & Pharmaceuticals,1001 to 5000 employees,Company - Public,http://www.bluebirdbio.com/,,http://www.wikidata.org/entity/Q30256843,bluebird_bio
bluecross blueshield of tennessee,,1945.0,"Chattanooga, TN",3.8,$5 to $10 billion (USD),Insurance,5001 to 10000 employees,Nonprofit Organization,http://www.bcbst.com/,,,bluecross_blueshield_of
blueprint medicines,"bluebird bio, Agios Pharmaceuticals, Celgene",2011.0,"Cambridge, MA",3.9,$1 to $5 million (USD),Biotech & Pharmaceuticals,51 to 200 employees,Company - Public,http://www.blueprintmedicines.com/,,http://www.wikidata.org/entity/Q56582970,blueprint_medicines
bluewater federal solutions,,2009.0,"Chantilly, VA",4.4,$50 to $100 million (USD),Government,201 to 500 employees,Company - Private,,,,bluewater_federal_solutions
bnp paribas,,,,,,,,,,,,bnp_paribas
boeing intelligence & analytics,"Leidos, Raytheon, Vistronix",,"Annapolis Junction, MD",3.9,,Information Technology,201 to 500 employees,Subsidiary or Business Segment,,,,boeing_intelligence_analytics
bombas,,2013.0,"New York, NY",4.9,,Retail,51 to 200 employees,Company - Private,,,,bombas
bowhead,,1999.0,"US, Springfield, Virginia",,,,"2,500 to 4,999 employees",,http://www.bowheadsupport.com/,"Ukpeaġvik Iñupiat Corporation (UIC) is an Alaskan Native Corporation providing a wide variety of services including support for defense and civilian government agencies in areas such as engineering, maintenance services, information technology, program support, base support, and product procurement. These services are provided through our holding companies, UIC Government Services and UIC Maintenance and Manufacturing, and their subsidiary companies known as the Bowhead family of companies. Collectively, we offer a breadth of services which we perform with a focus on quality results.

UIC's Government Services team consists of two holding companies, UIC Maintenance and Manufactur ing (UICMM) and UIC Government Services (UICGS). Services are performed through a number of subsidiary companies within these holding companies, and we refer to these subsidiaries as the Bowhead family of companies.",,bowhead
boys town,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",1917.0,"Omaha, NE",3.8,,Non-Profit,1001 to 5000 employees,Nonprofit Organization,,,,boys_town
boys town hospital,"Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA",1977.0,"Omaha, NE",2.9,,Health Care,1001 to 5000 employees,Hospital,,,,boys_town_hospital
bpa services,,,"Alexandria, VA",5.0,,Information Technology,Unknown,Company - Private,,,,bpa_services
bridgerock data,,,"Gainesville, FL",,,,1 to 50 employees,Unknown,,,,bridgerock_data
bright pattern,,2010.0,"San Bruno, CA",4.7,,Information Technology,51 to 200 employees,Company - Private,,,,bright_pattern
brightfield group,,,"Chicago, IL",,,,1 to 50 employees,Unknown,,,,brightfield_group
brightree,"McKesson, Allscripts",2002.0,"Lawrenceville, GA",3.6,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Company - Public,,,,brightree
brightside,,2017.0,"San Francisco, CA",5.0,,Finance,51 to 200 employees,Company - Private,,,,brightside
briq,,2017.0,"Santa Barbara, CA",4.9,,Information Technology,1 to 50 employees,Company - Private,http://www.br.iq/,,,briq
brmi,,2004.0,"Washington, DC",4.4,,Information Technology,51 to 200 employees,Company - Private,,,,brmi
bsl placement pvt ltd,,,"Noida, India",4.5,,,51 to 200 employees,Company - Private,,,,bsl_placement_pvt
buckman,,1945.0,"Memphis, TN",3.9,$500 million to $1 billion (USD),Manufacturing,1001 to 5000 employees,Company - Private,,,http://www.wikidata.org/entity/Q4983398,buckman
building enclosure science,,,"Providence, RI",,,"Construction, Repair & Maintenance",1 to 50 employees,Company - Private,,,,building_enclosure_science
buildium,,2004.0,"Boston, MA",4.8,,Information Technology,51 to 200 employees,Company - Private,http://www.buildium.com/,,,buildium
business plan solutions,,,,,,,,,,,,business_plan_solutions
business promotion,,2008.0,"American Fork, UT",4.4,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,,,,business_promotion
c space,"IDEO, Gongos, Inc., Ipsos",1999.0,"Boston, MA",3.1,$100 to $500 million (USD),Business Services,201 to 500 employees,Company - Public,http://www.cspace.com/,,,c_space
ca-one tech cloud,,2017.0,"Fremont, CA",,$5 to $10 million (USD),Information Technology,51 to 200 employees,Company - Private,http://www.ca-one.com/,,,ca_one_tech
caci international,"CSC, ManTech, SAIC",1962.0,"Arlington, VA",3.5,$2 to $5 billion (USD),Aerospace & Defense,10000+ employees,Company - Public,http://www.caci.com/,,,caci_international
cadence design systems,"Mentor Graphics, Synopsys",1988.0,"San Jose, CA",4.1,$1 to $2 billion (USD),Information Technology,5001 to 10000 employees,Company - Public,,,http://www.wikidata.org/entity/Q608776,cadence_design_systems
calnet,,,"US, Reston, Virginia",,,,500 to 999 employees,,http://www.calnet.com/,"Since 1989, CALNET, Inc. has used its Technology & Intelligence Analysis solutions to help many of the largest government, telecom, financial, public sector, high-tech and services organizations remain agile by obtaining explicit business results through the rapid application and delivery of advanced IT, Telecom and Intelligence Analysis solutions.

Our Technology & Intel Analysis solutions have been found at the heart of this decade's most exciting development efforts. Our management team is comprised of technically savvy engineers, Intelligence Analysis Experts, experienced business managers and proven project leaders with a knack for executing projects with bottom line results.

Since its start as a single person consulting effort, CALNET, Inc. has become one of the fastest growing privately held companies in the IT, Telecom and Intelligence Analysis consulting services arena. Headquartered in Reston, VA and with a branch office in San Diego, CALNET, Inc. employees deliver true value to our customers by employing best practices, world class technologies and intelligence analysis solutions, quality assurance and industry expertise in every project.

CALNET, Inc.'s success as a company depends solely upon providing our clients with the people and solutions they need in a timely and cost effective manner. Our value proposition is based on the talent and experience that CALNET, Inc. and partners bring forward to every engagement. Our company slogan: ""Partnership for Success"" signifies our commitment to win customers one project at a time.",,calnet
calspan,,,,,,,,,,,,calspan
cambridge trust company,,1890.0,"Cambridge, MA",3.6,$50 to $100 million (USD),Finance,201 to 500 employees,Company - Public,,,,cambridge_trust_company
camelot facility management solutions,,,"Plano, TX",4.6,$5 to $10 million (USD),Real Estate,1 to 50 employees,Company - Private,,,,camelot_facility_management
capgemini,"Accenture, CGI, Sopra Steria",1967.0,"Paris, France",3.8,$10+ billion (USD),Information Technology,10000+ employees,Company - Public,,,http://www.wikidata.org/entity/Q30255471,capgemini
